Name,Personal Traits,image
Pranitha Subhash,"Pranitha Subhash is an Indian film actress and model who predominantly appears in  Kannada, Telugu and Tamil films. She was raised in Bangalore and pursued a career in modelling before plunging into films. She debuted as an actor in the 2010 Kannada film, Porki, a remake of the Telugu film Pokiri, and in the same year starred in the Telugu film, Em Pillo Em Pillado. Her Tamil debut was with the film Udhayan (2011). She went on to appear in several commercially successful Telugu and Tamil films like Baava (2010),  Attarintiki Daredi (2013), Massu Engira Masilamani (2015), opposite Suriya and Enakku Vaaitha Adimaigal, opposite Jai. In 2012, she starred in the critically acclaimed parallel cinema film Bheema Theeradalli, for which she was nominated for the Filmfare award for Best Kannada actress and the SIIMA award for Best Kannada actress.Pranitha debuted in the 2010 Kannada film Porki, a remake of the Telugu film Pokiri, opposite Darshan. After the success of Porki, she refused several offers from Kannada films and became choosy about her projects before signing for the Telugu film Baava, a love story where she starred opposite Siddharth.[1] She was praised unanimously for her portrayal of a Telugu village belle in the film. She then went on to appear in her first Tamil film, Udhayan, starring Arulnithi.[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Pranitha_at_CCL_3%27s_Chennai_Rhinos_Vs_Karnataka_Bulldozers_match.jpg/220px-Pranitha_at_CCL_3%27s_Chennai_Rhinos_Vs_Karnataka_Bulldozers_match.jpg
Preetha Vijayakumar,"Preetha Hari (née Vijayakumar; born 10 January 1982) is an Indian film actress in the Tamil, Malayalam and Telugu film industries. Her parents are noted actors Vijayakumar and Manjula.[1] She is married to Tamil film director Hari.Preetha had first signed up to portray the leading role in Ravi Raja Pinisetty's Telugu film Rukmini opposite Vineeth in 1997, but delays meant her Tamil projects released first.[2] She is noted for her role in the movie Padayappa as Rajinikanth's daughter. She was born as Preethi Vijayakumar but opted to change her first name to Preetha to avoid confusion with other actresses, Preity Zinta and Preeti Jhangiani. She is currently known as Pritha Hari. ",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Pritha_Hari.jpg/220px-Pritha_Hari.jpg
Preeti Jhangiani,"Preeti Jhangiani (born 18 August 1980) is an Indian model and actress. She is known for her work in Mohabbatein (2000).Preeti Jhangiani was born into a Sindhi Hindu family.[1]  She first appeared in a Rajshri Productions music album Yeh Hai Prem opposite Abbas. This made them—as well as the koala symbol used in the album—famous. Thereafter, she appeared in Nirma Sandal soap ads and also various other adsHer first film was in Malayalam alongside Malayalam star Kunchacko Boban which was called Mazhavillu. she then acted in two Telugu films, Thammudu opposite Pawan Kalyan and Narasimhanaidu opposite Balakrishna. She made her Bollywood debut in 2000 with Mohabbatein. Her next film was the comedy Awara Paagal Deewana. She also acted in Punjabi films such as Sajna ve Sajna and ""Bikker Bai Sentimental""Her latest release was the Rajasthani film Taawdo The Sunlight (Rajasthani Film) for which she won the Best Actress award at the Rajasthan International Film Festival (RIFF),[2] and won special jury award for best actress in Rajasthan Film Festival 2017, Film was successful at boxoffice,[3] Recently she appeared in The Pushkar Lodge.[4][5]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Preeti_jhangiani_Bollywood_%26_TV_actors_at_Ekta_Kapoor%27s_birthday_bash.jpg/220px-Preeti_jhangiani_Bollywood_%26_TV_actors_at_Ekta_Kapoor%27s_birthday_bash.jpg
Preity Zinta,"Preity G Zinta[2] (pronounced [ˈpriːt̪i ˈzɪɳʈaː]; born 31 January 1975)[3] is an Indian film actress and entrepreneur. After graduating with degrees in English honours and criminal psychology, Zinta made her acting debut in Dil Se.. in 1998, followed by a role in Soldier in the same year. These performances earned her the Filmfare Award for Best Female Debut, and she was later recognised for her role as a teenage single mother in Kya Kehna (2000). She subsequently established a career with a variety of character types; her film roles along with her screen persona have been credited with contributing to a change in the concept of a Hindi film heroine, and won her several accolades.[4]Zinta received the Filmfare Award for Best Actress in 2003 for her performance in the drama Kal Ho Naa Ho. She went on to play leading roles in two consecutive annual top-grossing films in India, the science fiction film Koi... Mil Gaya (2003) and the romantic drama Veer-Zaara (2004). She was later noted for her portrayal of independent, modern Indian women in Salaam Namaste (2005) and Kabhi Alvida Naa Kehna (2006), top-grossing productions in overseas markets.[5] These accomplishments established her as a leading actress of Hindi cinema.[6][7] Her first international film role was in the Canadian film Heaven on Earth (2008), for which she was awarded the Silver Hugo Award for Best Actress and was nominated for the Genie Award for Best Actress. She followed this with a hiatus from acting work for several years, with the exception of her self-produced comeback film, Ishkq in Paris (2013), which failed to leave a mark.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Preity_Zinta_by_Ash_Gupta.jpg/220px-Preity_Zinta_by_Ash_Gupta.jpg
Priti Sapru,"Priti Sapru (also spelled as Preeti Sapru), is an actress of Punjabi cinema. She featured in a number of films including Nimmo, Yaari Jat Di and Qurbani Jatt Di among others, with actors Veerendra, Gurdas Maan and Raj Babbar.D.K. Sapru was her father, and actress Hemavathi Sapru was her mother. Actor Tej Sapru is her brother and screenwriter Reema Rakesh Nath is her sister. Sapru's family used to live in Bandra. Her grandfather held the position of 'Treasurer' for the Dogra Kingdom. She studied in St. Joseph's High School, Juhu, Bombay, and started acting at the age of 13.She started her career with the film Habari in 1979, then appeared in small parts in Laawaris (1981) and Avtaar (1983). She was seen in lead roles in Punjabi movies, and as leading and supporting actress in numerous Hindi movies. Sapru was the pioneer on the album activity through Bhangra Gidda in 1990.  She wrote Zameen Asmaan, with actors Shashi Kapoor, Sanjay Dutt, Rekha, Anita Raaj in 1983. She wrote directed and produced the Punjabi movie  Qurbani Jatt Di. She launched the first Punjabi channel (Alpha), which was a part of Zee at that time.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Priti_Sapru.jpg/220px-Priti_Sapru.jpg
Priya Anand,"Priya Anand (born 17 September 1986)[1] is an Indian film actress and model who appears in Tamil, Malayalam, Hindi, Telugu and Kannada films. After pursuing higher studies in the US, she began a career in modelling in 2008 before making her acting debut in the Tamil film Vaamanan (2009)[2] and then her Telugu debut in Leader a year later.[3] She made her Bollywood debut in 2012 with a supporting role in English Vinglish and subsequently appeared in the films Fukrey (2013) as Priya and Rangrezz (2013).Priya was born in Chennai, Tamil Nadu as the only child to a Tamil father named Bharadwaj and a half-Telugu, half-Marathi mother named Radha.[4] She was brought up in both her parents' hometowns, Chennai and Hyderabad, becoming fluent in Tamil and Telugu.[4] Besides native languages, Priya is proficient in English,[5] Bengali, Hindi, Marathi and Spanish as well.[4]Priya became fascinated with films, developing an interest in cinema, since childhood, and noted that she has been dreaming of getting into the film industry and working on technical aspects of film making, but confesses she never thought of becoming an actor.[4][5] She moved to the US, where she pursued her higher studies.[5] Keeping her later career in mind, she studied Communications and Journalism at SUNY Albany.[4] In 2008, she returned to India and ventured into modeling, appearing in various television advertisements like Nutrine Maha Lacto, Prince Jewellery and Cadbury Dairy Milk.[4]",https://upload.wikimedia.org/wikipedia/commons/c/cd/Priya_Anand_%28cropped%29.jpg
Priya Lal,"Priyanka Lalaji better known as Priyaa Lal; is a British Indian actress.[1] Her first appearance was in the Malayalam film Janakan in 2010, directed by N. R. Sanjeev with Mohanlal and Suresh Gopi. She played the lead character Seetha /Anu, as Gopi's and Kaveri's daughter in the movie. The song Olichirunne was a huge hit, which won the Kerala State Award in 2010. Besides acting, Priyaa is also well known for her various dancing and singing skills.[2]Priyanka Lalaji was born in Ras al-Khaimah in the United Arab Emirates to a Christian family. Her parents Lalaji and Beena are from Tiruvalla, Kerala,. She has an elder brother Deepak Lalaji. When Priyaa was a young child, her family migrated to the United Kingdom. She is from Liverpool, England.According to the Liverpool Echo, Priyaa Lal said, ""I wanted to learn about how the media works, I wanted a knowledge of the subject since I’m now working in the industry."" She went on to studying Media and Production at Liverpool Arts college.Priyaa debuted with Janakan in 2011 which was a commercial success. She later did couple of movies in Malayalam including Killadi Raman, Kunthapura and Lord Livingstone 7000 Kandi. [3]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Tamil_actress_priyaa_lal.jpg/220px-Tamil_actress_priyaa_lal.jpg
Priya Rajvansh,"Priya Rajvansh (30 December 1936 – 27 March 2000), born Vera Sunder Singh, was an Indian film actress, who is known for her performance in Hindi films like Heer Raanjha (1970)  and Hanste Zakhm (1973), amongst a handful of films she did during her career.Priya Rajvansh was born as Veera Sunder Singh in Shimla. Her father Sunder Singh was a Conservator in the Forest Department. She grew up in Shimla along with her brothers, Kamaljit Singh (Gulu) and Padamjit Singh. She studied at Auckland House, where she was school captain, and Convent of Jesus and Mary, Shimla. She passed intermediate from St. Bede's College, Shimla in 1953, and joined Bhargava Municipal College (BMC), during this period, she acted in several English plays at Shimla's noted Gaiety Theatre.Her father was on a UN assignment, so after graduation she joined the prestigious Royal Academy of Dramatic Art (RADA) in London, UK.[1][2][3]While still in London and 22 years old, one of her photographs, clicked by a London photographer, somehow reached the Hindi film industry. A movie maker of that time called Thakur Ranbeer Singh belonging to a Rajput Kota family came to know of her. Singh had written and made popular British and Hollywood films starring Yul Bryner and Ursula Andress and was familiar with Peter O'Toole and Richard Burton. Ranbeer Singh had also given the popular actor Ranjeet his first offer in a film called ""Zindagi ki rahein"" (Roads of life) which he wanted to make.[4]",https://upload.wikimedia.org/wikipedia/en/e/e5/Priya_rajvansh.jpg
Priyamani,"Priya Vasudev Mani Iyer (born 4 June 1984), professionally credited as Priyamani, is an Indian film actress and former model, who works in Telugu, Kannada, Tamil, Malayalam and Hindi-language films. She is the recipient of a National Film Award for Best Actress and three Filmfare Awards in different-language films.Priyamani, born and raised in Bangalore, worked as a model before pursuing a career in films. In 2002, she made her acting debut with a leading role in the Telugu film Evare Atagaadu (2003), a box-office flop. She gained widespread recognition for her role as village girl Muththazhagu in the Tamil romantic drama Paruthiveeran in 2007, receiving a National Film Award for Best Actress and a Filmfare Award for Best Actress – Tamil for her performance. During the same year, she achieved commercial success in Telugu cinema with S. S. Rajamouli-directed fantasy-action comedy Yamadonga.[4] In 2008, Priyamani received further critical acclaim for her role as Malavika in the Malayalam romance Thirakkatha–and won a Filmfare Award for Best Actress – Malayalam.[4] Her first role in the Kannada film came the following year, with the romantic comedy Raam, which proved to be a major critical and commercial success. Priyamani made her Hindi film debut through Mani Ratnam's bilingual in Tamil and Hindi epic adventure films, titled Raavan and Raavanan respectively. In 2012, her portrayal of conjoined twins in the multilingual film Chaarulatha, based on the Thai film Alone, gained critical praise and a third Best Actress award at Filmfare. She received further success for her role in the Kannada / Telugu thriller film Idolle Ramayana (2016)/ Mana Oori Ramayanam (2016), which earned her a Best Supporting Actress nomination at Filmfare. Currently she is active on South Indian Television shows , she has judged several dance reality shows .",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Priyamani_at_Filmfare_Awards_South_%28cropped%29.jpg/220px-Priyamani_at_Filmfare_Awards_South_%28cropped%29.jpg
Priyanka Chopra,"Priyanka Chopra Jonas (pronounced [prɪˈjəŋkaː ˈtʃoːpɽaː];[2] born 18 July 1982) is an Indian actress, singer, film producer, and the winner of the Miss World 2000 pageant. One of India's highest-paid and most popular celebrities, Chopra has received numerous awards, including a National Film Award and five Filmfare Awards. In 2016, the Government of India honoured her with the Padma Shri and Time named her one of the 100 most influential people in the world, and in the next two years Forbes listed her among the World's 100 Most Powerful Women.Although Chopra initially aspired to study aeronautical engineering, she accepted offers to join the Indian film industry, which came as a result of her pageant wins, making her Bollywood debut in The Hero: Love Story of a Spy (2003). She played the leading lady in the box-office hits Andaaz (2003) and Mujhse Shaadi Karogi (2004) and received critical acclaim for her breakout role in the 2004 thriller Aitraaz. Chopra established herself with starring roles in the top-grossing productions Krrish and Don (both 2006), and she later reprised her role in their sequels.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Priyanka-chopra-gesf-2018-7565.jpg/220px-Priyanka-chopra-gesf-2018-7565.jpg
Preetika Rao,"Preetika Rao is an Indian actress, model and former film journalist and singer.[1] She is known for her portrayal of Aaliya Haider in Colors TV's romantic drama Beintehaa.[2] She was praised from Bangladeshi people for a TVC of Danish Condensed Milk.Rao graduated majoring in History from Sophia College, while also acquiring a diploma in advertising and journalism. Her sister, Amrita Rao, is a famous Bollywood actress.[2][3]As a teen-model, Preetika started her modelling career with an advertisement for Cadbury Dairy Milk, along with Amitabh Bachchan, directed by Shoojit Sarkar, she moved on to have a successful modelling career with forty plus tvc and print campaigns to her credit.[4] She went to do film journalism and wrote for Bangalore Mirror, Deccan Chronicle and the Asian Age.In order to pursue her academic degree, Rao chose to let go off several big offers from Bollywood that came her way including some hit movies Jaane Tu... Ya Jaane Na (2008) Veer (2010 Son Of Sardar (2012) and Aashiqui 2 (2013).[5]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Preetika_Rao_Sakhiya_Skin_Clinic.jpg/220px-Preetika_Rao_Sakhiya_Skin_Clinic.jpg
Radhika Apte,"Radhika Apte (born 7 September 1985) is an Indian theater and film actress.  [2] Born in Vellore, Tamil Nadu, brought up in Pune, Apte began acting in theatre. She made her feature film debut with a brief role in the Hindi fantasy Vaah! Life Ho Toh Aisi! (2005). Apte has since worked in Hindi, Marathi, Tamil, Telugu, Malayalam, Bengali, and English-language films.Apte's first starring role was in the 2009 Bengali social drama Antaheen. She gathered widespread praise for her supporting work in three of her 2015 Bollywood productions including the thriller Badlapur, the comedy Hunterrr, and the biographical film Manjhi - The Mountain Man. Her leading roles in the 2016 independent films Phobia and Parched earned her further acclaim.[3][4][5] In 2018, Apte starred in three Netflix productions—the anthology film Lust Stories, the thriller series Sacred Games,[6] and the horror miniseries Ghoul.[7]  Radhika Apte has been nominated at the International Emmy Award for the Best Actress for her performance in Netflix's Lust Stories.[8]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Radhika_Apte_snapped_on_the_sets_of_Midnight_Misadventures_with_Mallika_Dua_%2806%29_%28cropped%29.jpg/220px-Radhika_Apte_snapped_on_the_sets_of_Midnight_Misadventures_with_Mallika_Dua_%2806%29_%28cropped%29.jpg
Raadhika,"Radikaa Sarathkumar is an Indian film and television actress, entrepreneur, and producer who works in the Tamil, Telugu, Malayalam, Hindi and Kannada  film industries. She is the founder and CP of the Radaan Mediaworks India Limited,[3] which has produced serials such as Chitti, Annamalai, Selvi, Arasi, Chellame, Vaani Rani, Thamarai , Idi Katha Kadu (Telugu),and Chithi - 2.Radikaa has acted in over three hundred films in Tamil, Telugu, Hindi, Malayalam and Kannada. She was a judge on Vijay TV's Jodi Number One Season 3. She has also produced a film titled Meendum Oru Kaadhal Kathai, which won the Indira Gandhi Award for Best Debut Film of a Director.[4]In April 2019, Radikaa Sarathkumar narrowly escaped from a bomb explosion on Easter Sunday which happened at Cinnamon Grand Hotel where she was present after wrapping up shooting for a film.[5][6]In September 2019, she was awarded as ""Nadigavel Selvi""  during audio launch of Market Raja MBBS.[7]",https://upload.wikimedia.org/wikipedia/commons/0/09/Raadhika_at_62nd_Britannia_Filmfare_South_Awards_2014.jpg
Radha,"Radha (Sanskrit: राधा, IAST: Rādhā), also called Radhika, Madhavi, Keshavi, Raseshwari and Radharani is a goddess in Hinduism, especially in the Gaudiya Vaishnavism tradition and is worshiped as the goddess of love, tenderness, compassion and devotion. She is the eternal consort of Lord Krishna and resides with him in their eternal abode Goloka dham. She is the internal potency or Hladini Shakti (Blissful energy) of Krishna. According to scriptures, she was the chief of the brij gopis (milkmaids) who are known for their supreme devotion towards Krishna. She is the personification of para bhakti (complete devotion) unto Shri Krishna (Bhakti Devi) and is revered as the epitome of selfless love and service towards Krishna. She is also considered by some as the feminine form of Lord Krishna himself.[6][7] Every year Radharani's birthday is celebrated as Radhashtami.She is also considered by some as a metaphor for the human spirit (aatma), her love and longing for Lord Krishna is theologically viewed as symbolic of the human quest for spiritual growth and union with the divine.[8] She has inspired numerous literary works,[9] and her Rasa lila dance with Krishna has inspired many types of performance arts.[10]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Radharani3.jpg/220px-Radharani3.jpg
Ragini Dwivedi,"Ragini Dwivedi (born 24 May 1991)[1] is an Indian film actress and model who appears in Indian cinema, but primarily in Kannada cinema. As a model, she was the runner-up of the 2008 Femina Miss India contest and won the Richfeel Femina Miss Beautiful Hair award at the 2009 Pantaloons Femina Miss India contest.[2]She made her entry to filmdom with Veera Madakari (2009) which won her the Suvarna Film Award for Best Debut Actress. She rose to fame starring in successful Kannada language films, Kempe Gowda (2011), Shiva (2012), Bangari (2013) and Ragini IPS (2014), thus establishing herself as one of the leading actresses in Kannada cinema.Dwivedi was born to a Punjabi family[3] on 24 May in Bangalore, Karnataka and was brought up there.[4] However, she has her roots in Rewari, Haryana. Her father Rakesh Kumar Dwivedi, born in Rewari, was an Army general in the Indian Army and her mother Rohini, a housewife[citation needed]. Her paternal grandfather Pyare Lal Dwivedi was a railway guard in Rewari.[5][6]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Mega_Actor_Rajnikanth_lighting_the_lamp_at_the_inauguration_of_the_45th_International_Film_Festival_of_India_%28IFFI-2014%29%2C_in_Panaji%2C_Goa._The_Governor_of_Goa%2C_Smt._Mridula_Sinha%2C_the_Chief_Minister_of_Goa.jpg/1150px-thumbnail.jpg
Ragini Khanna,"Ragini Khanna is an Indian film and television actress.[2] She has also hosted various reality shows, such as India's Best Dramebaaz (2013)[3] and Gangs of Haseepur (2014).[4] She is best known for her roles as Bharti in Bhaskar Bharti and as Suhana Kishore Bajpai-Kashyap in Sasural Genda Phool. She was a contestant on Jhalak Dikhhla Jaa in its fourth season in 2010. She appeared in Comedy Nights with Kapil portraying many roles.Khanna's parents are Praveen Khanna and Kamini Khanna. She is the 2nd child of her parents. Her elder brother, Amit Khanna is also an actor and has worked in serials like Yeh Dil Chahe More.[5] Her mother, Kaamini Khanna is a writer, music director, singer, anchor and founder of 'Beauty with Astrology'.[6] She is the granddaughter of classical singer Nirmala Devi and popular 1940s actor Arun Ahuja. She is also the niece of Bollywood actor Govinda and the cousin of Krushna Abhishek (actor, stand-up comedian), Aarti Singh (TV actress) and Soumya Seth (TV actress). In October 2015, Khanna's father died.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ragini_Khanna_at_the_launch_of_%27Mirabella_Bar_%26_Kitchen%27.jpg/220px-Ragini_Khanna_at_the_launch_of_%27Mirabella_Bar_%26_Kitchen%27.jpg
Raima Sen,"Raima Sen (born Raima Dev Varma on 07 November 1979)[1] is an Indian actress who is known for her work in Bengali and Hindi Film industry.Raima Sen was born on 7 November 1979 in Bombay (present-day Mumbai) to Moon Moon Sen and Bharat Dev Barma and the granddaughter of actress Suchitra Sen who was once regarded as the ""Mahanayika"" of Bengali Cinema. Her sister Riya Sen is also in the Bollywood industry.[1] Their father Bharat Dev Varma is a member of the royal family of Tripura.[2] Her paternal grandmother, Ila Devi, was the princess of Cooch Behar, whose younger sister Gayatri Devi was the Maharani of Jaipur.[2] Her paternal great-grandmother Indira was the only daughter of Maharaja Sayajirao Gaekwad III of Baroda.[3][4]Raima's maternal great-grandfather Adinath Sen was a prominent Kolkata businessman, whose son Dinanath Sen – a relative of former Union Law Minister Ashoke Kumar Sen- was the Diwan or a Minister of the Maharaja of Tripura.[5] The sisters are credited on-screen under their mother's maiden name, although their official papers carry the surname Dev Varma.[6]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Raima_Sen_at_HM_store_launch_in_Kolkata_%286%29_%28cropped%29.jpg/220px-Raima_Sen_at_HM_store_launch_in_Kolkata_%286%29_%28cropped%29.jpg
Rajshree,"Rajshree (Hindi: राजश्री) is an Indian actress of Bollywood. She is best known for her work in the movies Janwar and Brahmachari.Rajshree is the daughter of acclaimed Indian filmmaker V. Shantaram and actress Jayshree, second wife of V. Shantaram. Her brother Kiran Shantaram was a former Sheriff of Mumbai.While shooting with Raj Kapoor in America for the film Around the World, she met American student Greg Chapman. The two married three years later, in an Indian ceremony that lasted five days. She went with her husband to permanently live in America.[1] They have one daughter. They live in Los Angeles.[2][3]She has been living in America for the last 30 years running a very successful custom clothing business with her husband, while still maintaining her interest in films. She was an assistant director on Hack-O-Lantern, Tainted Love and Monsoon and has done narration on a children's video titled ""Ashok By Another Name"".",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Rajshree_-_ETH_Bibliothek_Com_L15-0265-0004-0005.tif/lossy-page1-220px-Rajshree_-_ETH_Bibliothek_Com_L15-0265-0004-0005.tif.jpg
Rakhi Sawant,"Rakhi Sawant (born Neeru Bheda on 25 November[1] 1978[3][4]) is an Indian dancer, model, Hindi film and television actress and television talk show host, who has appeared in many Hindi and a few Kannada, Marathi, Odia, Telugu and Tamil films. She has established herself as a sex symbol,[5] and was a contestant on the first season of the controversial Indian reality television series Bigg Boss 1 in 2006.[6]Sawant launched her own political party, headed by Jai Shah, called the Rashtriya Aam Party, to contest the 2014 Lok Sabha Elections.[7] However, after the election, she joined Republican Party of India (A).[8]Rakhi was born as Neeru Bheda to Jaya Bheda. Jaya married Anand,[9][10] a police constable at Worli Police Station, and gave the children from her first marriage her second husband's name.She made her film debut in Agnichakra under the name Ruhi Sawant. She went on to other small roles and dance numbers in Bollywood films Joru Ka Ghulam, Jis Desh Mein Ganga Rehta Hain, and Yeh Raaste Hain Pyaar Ke.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Rakhi_Sawant_snapped_attending_a_press_conference_%2805%29_%28cropped%29.jpg/220px-Rakhi_Sawant_snapped_attending_a_press_conference_%2805%29_%28cropped%29.jpg
Rakul Preet Singh,"Rakul Preet Singh (born 10 October 1990) is an Indian  film actress and model who predominantly works in the Telugu and Tamil film industries.[4] She has also appeared in a number of Hindi and Kannada movies.Currently, she is appointed as the brand ambassador for Beti Bachao, Beti Padhao programme by Telangana State Government.[5]She started career as a model while in college, during which she also made her acting debut in the Kannada film Gilli (2009). In 2011 she participated in the Femina Miss India pageant,[6] in which she was placed fifth and won five pageant titles including People's Choice Miss Indiatimes, Pantaloons Femina Miss Fresh Face, Femina Miss Talented, Femina Miss Beautiful Smile and Femina Miss Beautiful Eyes.[7][8][9]She subsequently opted to become a full-time actress, making her Telugu debut in Keratam the same year and her Tamil debut in Thadaiyara Thaakka, the following year. In 2014 she also made her Bollywood debut in Yaariyan in which her performance was better received.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Rakul_Preet_Singh_graces_Saina_Nehwal%E2%80%99s_wedding_reception_%2806%29-1.jpg/220px-Rakul_Preet_Singh_graces_Saina_Nehwal%E2%80%99s_wedding_reception_%2806%29-1.jpg
Raashi Khanna,"Raashi Khanna (born 30 November 1990) is an Indian actress, and model who predominantly works in the Tamil and Telugu language films. She debuted as an actress with the Hindi film Madras Cafe and made her debut in Telugu with the film Oohalu Gusagusalade (2014), in Tamil with the film Imaikkaa Nodigal (2018).[1][2]She followed this with a cameo appearance in Manam (2014).[3][4] Later she appeared in commercially successful films like Bengal Tiger (2015), Supreme (2016), Jai Lava Kusa (2017) Tholi Prema (2018).Khanna made her debut with the 2013 Indian political spy thriller film Madras Cafe, where she played the role of Ruby Singh, the wife of an Indian intelligence officer Vikram Singh, portrayed by John Abraham, who was also the producer.[6] She had to undergo acting workshops before taking up the role.[7] The film—particularly the story and direction—impressed most Indian critics.[8] Reviewing the film, Saibal Chatterjee of NDTV stated that Khanna ""makes an impact in a brief but significant appearance"".[9]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Raashi_Khanna_at_the_Big_C_launch%2C_Hyderabad_%28cropped%29.jpg/220px-Raashi_Khanna_at_the_Big_C_launch%2C_Hyderabad_%28cropped%29.jpg
Rani Mukerji,"Rani Mukerji (pronounced [rɑ:niː mʊkhərdʒiː]; born 21 March 1978) is an Indian film actress. One of the most popular and highest-paid Hindi film actresses in the 2000s,[1] she has received  several awards, including seven Filmfare Awards and her roles have been cited in the media as a significant departure from previous screen portrayals of Indian women.Although Mukerji was born into the Mukherjee-Samarth family, in which her parents and relatives were members of the Indian film industry, she did not aspire to pursue a career in film. As a teenager she dabbled with acting by playing a supporting role in her father's Bengali-language film Biyer Phool (1996) and accepted a leading role in the 1996 social drama Raja Ki Aayegi Baraat on the insistence of her mother. Mukerji had her first commercial success with the action drama Ghulam (1998) and breakthrough with the romance Kuch Kuch Hota Hai (1998). Following a brief setback, the year 2002 marked a turning point for her when she was cast by Yash Raj Films as the star of the drama Saathiya.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Rani_Mukerji_promoting_Hichki_in_2018_%28cropped%29.jpg/220px-Rani_Mukerji_promoting_Hichki_in_2018_%28cropped%29.jpg
Ramya Barna,"Ramya Barna Fahaad (born 4 August 1986) is an Indian film actress, primarily appearing in Kannada films. She made her acting debut in 2008, starring in Neenyare and went on to appear in several commercially successful films and also did an artistic film in Tulu language. She has also made appearances in Tamil and Telugu films. She married to Fahaad on 29 May 2017 who is a well known businessman.Ramya was born in the Coorg district of Karnataka in India. Her father is an Assistant general manager at the RBI. She did her schooling in Bangalore and also in Mumbai. She has completed her bachelor's degree in Travel and Tourism from Jyoti Nivas College, Bangalore.[2] She started her career with Wipro in a BPO in Navi Mumbai for a year as a customer service executive.[3] In 2010 she was doing her MBA course from Sikkim Manipal University parallel to her cinema career.[4]She said that she never dreamt of becoming an actress. She first refused an offer by a producer but her friends insisted her to step into the industry and accepted to act as the second heroine in Hani Hani.[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Ramya_Barna_DS.jpg/220px-Ramya_Barna_DS.jpg
Ramya Krishnan,"Ramya Krishnan (born 15 September 1970),[1] is an Indian film actress. She has acted in over 200 films in five languages: Telugu, Tamil, Kannada, Malayalam and Hindi. Ramya has won four Filmfare Awards, three Nandi Awards and a Tamil Nadu State Film Award. She is credited as Ramya Krishna in the Telugu and Kannada film industries.[3]She is known for playing Neelambari in Padayappa which also won her the Filmfare Award for Best Actress – Tamil. She also won the Filmfare Award for Best Supporting Actress – Telugu for the 2009 dramedy Konchem Ishtam Konchem Kashtam. Ramya's portrayal of Sivagami Devi in the Baahubali series (2015–17) received universal acclaim. While Baahubali: The Beginning (2015) is the sixth highest grossing Indian film, its sequel Baahubali 2: The Conclusion (2017) is the second highest grossing Indian film of all time. Her performance in  Baahubali: The Beginning also won her the Best Supporting Actress – Telugu at the 2016 Filmfare Awards and Best Supporting Actress at Nandi Awards by Government of Andhra Pradesh.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Ramya_Krishnan.jpg/220px-Ramya_Krishnan.jpg
Rashi Khanna,"Raashi Khanna (born 30 November 1990) is an Indian actress, and model who predominantly works in the Tamil and Telugu language films. She debuted as an actress with the Hindi film Madras Cafe and made her debut in Telugu with the film Oohalu Gusagusalade (2014), in Tamil with the film Imaikkaa Nodigal (2018).[1][2]She followed this with a cameo appearance in Manam (2014).[3][4] Later she appeared in commercially successful films like Bengal Tiger (2015), Supreme (2016), Jai Lava Kusa (2017) Tholi Prema (2018).Khanna made her debut with the 2013 Indian political spy thriller film Madras Cafe, where she played the role of Ruby Singh, the wife of an Indian intelligence officer Vikram Singh, portrayed by John Abraham, who was also the producer.[6] She had to undergo acting workshops before taking up the role.[7] The film—particularly the story and direction—impressed most Indian critics.[8] Reviewing the film, Saibal Chatterjee of NDTV stated that Khanna ""makes an impact in a brief but significant appearance"".[9]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Raashi_Khanna_at_the_Big_C_launch%2C_Hyderabad_%28cropped%29.jpg/220px-Raashi_Khanna_at_the_Big_C_launch%2C_Hyderabad_%28cropped%29.jpg
